vacancy name,vacancy link,salary,suite_info,city
DevOps engineer,https://hh.ru/vacancy/37605255?query=Python,нет сведений о заработной плате,ООО Перфект Арт,Москва
Middle PHP developer,https://hh.ru/vacancy/38964164?query=Python,нет сведений о заработной плате, Vigrom Corp.,Москва
Разработчик Python (в Управление перспективных технологий),https://hh.ru/vacancy/38324036?query=Python,нет сведений о заработной плате," ВСК, САО",Москва
Администратор тестовых сред,https://hh.ru/vacancy/38676088?query=Python,нет сведений о заработной плате,АО Сбербанк - Технологии,Москва
Продуктовый аналитик,https://hh.ru/vacancy/38966944?query=Python,нет сведений о заработной плате, Центр финансовых технологий Базис,Москва
Инженер DevOps (SberWorks),https://hh.ru/vacancy/36936244?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Инженер DevOps (SberWorks),https://hh.ru/vacancy/37116305?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
HR/Рекрутер в IT компанию,https://hh.ru/vacancy/38966614?query=Python,нет сведений о заработной плате,ООО Ребреин,Москва
DevOps инженер,https://hh.ru/vacancy/38899253?query=Python,нет сведений о заработной плате, Брокеркредитсервис,Москва
Менеджер по региональному планированию,https://hh.ru/vacancy/38396088?query=Python,нет сведений о заработной плате, Ozon Логистика и Производство,Москва
Ведущий специалист по сопровождению аналитических и внешних систем,https://hh.ru/vacancy/38957907?query=Python,нет сведений о заработной плате, Selecty,Москва
Information Security Manager,https://hh.ru/vacancy/38960472?query=Python,нет сведений о заработной плате, GDC (ICL Services),Москва
DevOps / Системный администратор-разработчик Linux,https://hh.ru/vacancy/38918563?query=Python,"{'minimum': 130000, 'maximum': 'нет сведений', 'currency': 'руб.'}",ООО РДП.РУ,"Москва, Славянский бульвар"
"Analyst (переезд во Вьетнам, работа с российской командой)",https://hh.ru/vacancy/37124089?query=Python,нет сведений о заработной плате, Finstar Financial Group,Москва
Data Engineer в команду HR,https://hh.ru/vacancy/38435608?query=Python,нет сведений о заработной плате, Райффайзенбанк,"Москва, Технопарк"
Программист С++/Qt,https://hh.ru/vacancy/38709614?query=Python,нет сведений о заработной плате," Русские базовые информационные технологии, Научно-производственное объединение","Москва, Верхние Котлы и еще 1 "
Data Scientist (клиентская аналитика),https://hh.ru/vacancy/38922500?query=Python,нет сведений о заработной плате,"ПАО МегаФон, IT","Москва, Маяковская и еще 2 "
Специалист по сетевому мониторингу,https://hh.ru/vacancy/38070717?query=Python,нет сведений о заработной плате,ПАО Московская Биржа,"Москва, Охотный ряд"
Главный специалист Отдела развития технологий взыскания и отчетности,https://hh.ru/vacancy/38973093?query=Python,нет сведений о заработной плате,ПАО МТС Банк. Головной офис,"Москва, Технопарк"
Аналитик данных,https://hh.ru/vacancy/37798212?query=Python,нет сведений о заработной плате, Центральный банк Российской Федерации,Москва
Senior SDET (QA Automation Engineer),https://hh.ru/vacancy/38647288?query=Python,нет сведений о заработной плате, Distillery,Москва
Экономист-исследователь,https://hh.ru/vacancy/38958388?query=Python,"{'minimum': 70000, 'maximum': 120000, 'currency': 'руб.'}", Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Москва
Менеджер проектов разработки систем BI,https://hh.ru/vacancy/36711941?query=Python,нет сведений о заработной плате,ООО ФК Гранд Капитал,Москва
DevOPS инженер,https://hh.ru/vacancy/38529957?query=Python,"{'minimum': 150000, 'maximum': 200000, 'currency': 'руб.'}",ООО Когнитивные системы,Москва
Senior DS NLP,https://hh.ru/vacancy/38910980?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Аналитик-разработчик ETL/Data Engineer,https://hh.ru/vacancy/38461198?query=Python,нет сведений о заработной плате, Hunt For You,Москва
Ведущий инженер (Сопровождение межсетевых экранов),https://hh.ru/vacancy/38961021?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Аналитик данных,https://hh.ru/vacancy/38919017?query=Python,"{'minimum': 'нет сведений', 'maximum': 120000, 'currency': 'руб.'}", JustKids,Москва
Руководитель направления по исследованию данных/Data Scientist,https://hh.ru/vacancy/38733057?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Разработчик AI (поведение игрового юнита),https://hh.ru/vacancy/38623579?query=Python,"{'minimum': 'нет сведений', 'maximum': 150000, 'currency': 'руб.'}", Eagle Dynamics,"Москва, Водный стадион"
Data Scientist,https://hh.ru/vacancy/38296454?query=Python,нет сведений о заработной плате,ТОО Business and Technology Services,Москва
Инженер DevOps,https://hh.ru/vacancy/36519268?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Аналитик в Почту,https://hh.ru/vacancy/38946374?query=Python,нет сведений о заработной плате, Mail.ru Group,"Москва, Аэропорт"
Application Engineer (Atlas Platform),https://hh.ru/vacancy/38926984?query=Python,нет сведений о заработной плате, HUAWEI,Москва
Системный администратор/инженер Linux (виртуализация),https://hh.ru/vacancy/34161416?query=Python,нет сведений о заработной плате," Русские базовые информационные технологии, Научно-производственное объединение","Москва, Верхние Котлы и еще 1 "
Backend developer (PHP),https://hh.ru/vacancy/38392632?query=Python,"{'minimum': 200000, 'maximum': 'нет сведений', 'currency': 'руб.'}",ООО Грация,Москва
Web-аналитик,https://hh.ru/vacancy/35805914?query=Python,нет сведений о заработной плате, Okko,"Москва, Баррикадная и еще 2 "
Младший ИТ аналитик (дата процессинг),https://hh.ru/vacancy/38936991?query=Python,нет сведений о заработной плате,АО ОКБ,"Москва, Новокузнецкая и еще 2 "
Java Team Lead,https://hh.ru/vacancy/37008500?query=Python,нет сведений о заработной плате," Ренессанс Кредит, Москва",Москва
Senior Backend разработчик,https://hh.ru/vacancy/37790906?query=Python,"{'minimum': 270000, 'maximum': 'нет сведений', 'currency': 'руб.'}", Joom,"Москва, Аэропорт и еще 1 "
Application Engineer (Kunpeng Platform),https://hh.ru/vacancy/38926956?query=Python,нет сведений о заработной плате, HUAWEI,Москва
Ведущий разработчик Java,https://hh.ru/vacancy/37008381?query=Python,нет сведений о заработной плате," Ренессанс Кредит, Москва",Москва
Аналитик,https://hh.ru/vacancy/35716104?query=Python,"{'minimum': 'нет сведений', 'maximum': 60000, 'currency': 'руб.'}", Национальный исследовательский университет Высшая школа экономики,"Москва, Курская"
Системный администратор,https://hh.ru/vacancy/38926565?query=Python,нет сведений о заработной плате," Ренессанс cтрахование, Группа","Москва, Крестьянская застава и еще 3 "
Финансовый аналитик,https://hh.ru/vacancy/38943751?query=Python,нет сведений о заработной плате, BELUGA GROUP. Алкогольное направление. Офис,Москва
Системный аналитик ( ИСУ ),https://hh.ru/vacancy/38942569?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Middle DevOps Engineer,https://hh.ru/vacancy/38923452?query=Python,нет сведений о заработной плате,ООО Глобал Рус Трейд,Москва
Руководитель направления Андеррайтинг сделок с жилой недвижимостью,https://hh.ru/vacancy/38966982?query=Python,нет сведений о заработной плате,АО Банк ДОМ.РФ,Москва
ASR Разработчик (Центр искусственного интеллекта),https://hh.ru/vacancy/38948219?query=Python,нет сведений о заработной плате,"ПАО «МТС»,IT","Москва, Технопарк"
Аналитик данных,https://hh.ru/vacancy/38920978?query=Python,нет сведений о заработной плате, Star-staff,Москва
Разработчик С++,https://hh.ru/vacancy/38366528?query=Python,"{'minimum': 'нет сведений', 'maximum': 170000, 'currency': 'руб.'}",АО АСТ,Москва
Маркетолог-аналитик по клиентским данным,https://hh.ru/vacancy/38952893?query=Python,нет сведений о заработной плате, Северсталь. Управляющая компания,Москва
Инженер-программист,https://hh.ru/vacancy/38931163?query=Python,"{'minimum': 100000, 'maximum': 130000, 'currency': 'руб.'}",ООО Ювл Роботикс,"Москва, Отрадное"
Linux инженер (SberDevices),https://hh.ru/vacancy/38591652?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Кутузовская и еще 1 "
С# Developer + Python (CoreTech),https://hh.ru/vacancy/38907065?query=Python,нет сведений о заработной плате, Лаборатория Касперского,"Москва, Водный стадион"
Ведущий инженер (по сопровождению системы визуализации отчетности),https://hh.ru/vacancy/38961879?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Ведущий разработчик,https://hh.ru/vacancy/38938147?query=Python,нет сведений о заработной плате, Forecsys,Москва
Инженер сопровождения ИТ-систем Сбербанка,https://hh.ru/vacancy/38782079?query=Python,нет сведений о заработной плате,АО Сбербанк - Технологии,Москва
Системный инженер,https://hh.ru/vacancy/38937659?query=Python,нет сведений о заработной плате,ООО ИК СИБИНТЕК,"Москва, Беговая"
Аналитик клиентских данных (запуск кампаний продаж),https://hh.ru/vacancy/38538375?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
DevOps/Security Engineer,https://hh.ru/vacancy/38284513?query=Python,нет сведений о заработной плате, СБЕР Решения,"Москва, Славянский бульвар"
Middle Product Analyst,https://hh.ru/vacancy/38939134?query=Python,нет сведений о заработной плате, СберМаркет,Москва
Инженер по тестированию frontend/ QA-инженер frontend,https://hh.ru/vacancy/38612147?query=Python,нет сведений о заработной плате,ПАО НИС,"Москва, Технопарк"
Программист C++ беспилотных транспортных средств,https://hh.ru/vacancy/38366370?query=Python,нет сведений о заработной плате," НАМИ, ФГУП",Москва
Senior BigData developer (Scala),https://hh.ru/vacancy/38503303?query=Python,нет сведений о заработной плате,АО Рамакс Интернейшнл,Москва
Senior SDET (SI),https://hh.ru/vacancy/37880394?query=Python,нет сведений о заработной плате, Align Technology,"Москва, Тульская"
Head of Analytics,https://hh.ru/vacancy/38952780?query=Python,нет сведений о заработной плате, Qlean,"Москва, Савеловская"
Администратор ELK/ EFK/ Prometheus,https://hh.ru/vacancy/38964399?query=Python,нет сведений о заработной плате, ТЕХНОСЕРВ,Москва
Главный системный администратор,https://hh.ru/vacancy/38764783?query=Python,нет сведений о заработной плате, Альфа-Банк,Москва
"Веб-разработчик в техническую поддержку (PHP, Битрикс)",https://hh.ru/vacancy/38918175?query=Python,"{'minimum': 40000, 'maximum': 60000, 'currency': 'руб.'}", it-in,"Москва, Шоссе Энтузиастов и еще 1 "
Разработчик/Аналитик RPA,https://hh.ru/vacancy/38666177?query=Python,нет сведений о заработной плате, «Газпромбанк» (Акционерное общество),Москва
DevOps инженер (SberDevices),https://hh.ru/vacancy/38687489?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Кутузовская"
AI Research Engineer,https://hh.ru/vacancy/38927991?query=Python,нет сведений о заработной плате, Coleman Services,Москва
DevOps Engineer(Threat Intelligence),https://hh.ru/vacancy/38907064?query=Python,нет сведений о заработной плате, Лаборатория Касперского,"Москва, Водный стадион"
Разработчик-аналитик (BI),https://hh.ru/vacancy/38910033?query=Python,нет сведений о заработной плате,ООО КОЛЕСА ДАРОМ.РУ,"Москва, Зорге"
Product owner,https://hh.ru/vacancy/38605605?query=Python,нет сведений о заработной плате, Сбербанк для руководителей,Москва
Разработчик-аналитик (BI),https://hh.ru/vacancy/38460845?query=Python,нет сведений о заработной плате, Hunt For You,Москва
Ведущий аналитик,https://hh.ru/vacancy/35715714?query=Python,"{'minimum': 'нет сведений', 'maximum': 80000, 'currency': 'руб.'}", Национальный исследовательский университет Высшая школа экономики,"Москва, Курская"
Application Security Specialist/Reverse engineer,https://hh.ru/vacancy/38384828?query=Python,нет сведений о заработной плате, Лаборатория Касперского,Москва
Ведущий инженер по сопровождению,https://hh.ru/vacancy/38956753?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Senior Java Developer,https://hh.ru/vacancy/38924827?query=Python,"{'minimum': 170000, 'maximum': 200000, 'currency': 'руб.'}", HR Development,Москва
DevOps Engineer(KSC),https://hh.ru/vacancy/38907062?query=Python,нет сведений о заработной плате, Лаборатория Касперского,Москва
Ведущий специалист отдела продуктовой аналитики,https://hh.ru/vacancy/38952620?query=Python,нет сведений о заработной плате, Альфа-Банк,Москва
DevOps инженер,https://hh.ru/vacancy/38212167?query=Python,нет сведений о заработной плате,ПАО Первая Грузовая Компания,"Москва, Бауманская и еще 2 "
Аналитик в Дивизион 'Интеллектуальная система управления',https://hh.ru/vacancy/38929470?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Автоматизатор (ФТ),https://hh.ru/vacancy/38908544?query=Python,нет сведений о заработной плате,ООО АЙФЭЛЛ,Москва
Разработчик актуарного программного обеспечения/DevOps,https://hh.ru/vacancy/38624197?query=Python,нет сведений о заработной плате, PPF Страхование жизни,Москва
Администратор-разработчик баз данных/Devops,https://hh.ru/vacancy/38930245?query=Python,нет сведений о заработной плате, SUNLIGHT,"Москва, Мякинино и еще 3 "
Ведущий инженер СРК,https://hh.ru/vacancy/38935103?query=Python,нет сведений о заработной плате,ПАО МГТС,Москва
"Research Developer (Linux, C, C++)",https://hh.ru/vacancy/36630931?query=Python,нет сведений о заработной плате, Лаборатория Касперского,"Москва, Водный стадион"
Инженер-разработчик,https://hh.ru/vacancy/37133185?query=Python,"{'minimum': 45000, 'maximum': 80000, 'currency': 'руб.'}",УП ЦНИРТИ им. академика А.И. Берга,"Москва, Комсомольская и еще 1 "
Ведущий разработчик С#,https://hh.ru/vacancy/38937209?query=Python,нет сведений о заработной плате,АО Эрвиай Групп,"Москва, Кунцевская"
Системный администратор / Инженер DevOps,https://hh.ru/vacancy/38316681?query=Python,нет сведений о заработной плате,ПАО Ростелеком,Москва
Risk-Manager / Market Risks / Analyst / риск-менеджер,https://hh.ru/vacancy/38941882?query=Python,"{'minimum': 100000, 'maximum': 200000, 'currency': 'руб.'}", ТАФС Интеллидженс,"Москва, Сколково"
Senior WEB-Developer,https://hh.ru/vacancy/38917616?query=Python,нет сведений о заработной плате, МФТИ ГУ,Москва
Lead Back-end Developer,https://hh.ru/vacancy/38933323?query=Python,нет сведений о заработной плате, Flocktory,Москва
Специалист службы технической поддержки и сопровождения банковского ПО,https://hh.ru/vacancy/38964125?query=Python,"{'minimum': 60000, 'maximum': 100000, 'currency': 'руб.'}", SDT LLC,Москва
Аналитик в управление анализа банковского сектора,https://hh.ru/vacancy/38918847?query=Python,нет сведений о заработной плате, Центральный банк Российской Федерации,"Москва, Октябрьская"
Middle \ Senior DevOps Engineer,https://hh.ru/vacancy/38917445?query=Python,нет сведений о заработной плате, Luxoft,Москва
Ведущий аналитик,https://hh.ru/vacancy/38918065?query=Python,"{'minimum': 80000, 'maximum': 'нет сведений', 'currency': 'руб.'}",ООО Атлас,Москва
Старший сетевой инженер (ACI),https://hh.ru/vacancy/36865267?query=Python,нет сведений о заработной плате, ЛАНИТ- Интеграция,"Москва, Алексеевская и еще 2 "
Middle/Senior QA-инженер в команду Collection (Java),https://hh.ru/vacancy/36663921?query=Python,нет сведений о заработной плате, Райффайзенбанк,"Москва, Технопарк"
Аналитик,https://hh.ru/vacancy/37502830?query=Python,нет сведений о заработной плате," Ренессанс Жизнь, Страхование Жизни",Москва
Ведущий специалист по web сервисам,https://hh.ru/vacancy/38131296?query=Python,нет сведений о заработной плате, Альфа-Банк,"Москва, Технопарк"
С++ developer (junior / middle),https://hh.ru/vacancy/38114281?query=Python,нет сведений о заработной плате, DSSL,"Москва, Электрозаводская"
Аналитик,https://hh.ru/vacancy/38925144?query=Python,нет сведений о заработной плате, Zebrainy Limited,Москва
Ведущий программист (team lead),https://hh.ru/vacancy/38931525?query=Python,нет сведений о заработной плате, НАТЕКС,"Москва, Царицыно"
Руководитель группы (Эксплуатация вычислительного комплекса),https://hh.ru/vacancy/37303369?query=Python,нет сведений о заработной плате,ООО ЦРПТ,Москва
Product Менеджер (Digital),https://hh.ru/vacancy/37646994?query=Python,нет сведений о заработной плате, Mediascope,"Москва, Марьина Роща и еще 1 "
Разработчик Asterisk / Python,https://hh.ru/vacancy/38901462?query=Python,нет сведений о заработной плате," РОЛЬФ, группа компаний",Москва
Business Analyst,https://hh.ru/vacancy/38121958?query=Python,нет сведений о заработной плате, Skillbox,Москва
IT Рекрутер,https://hh.ru/vacancy/38935561?query=Python,нет сведений о заработной плате, Лаборатория Касперского,"Москва, Водный стадион"
Ведущий специалист Отдела исследований и моделирования,https://hh.ru/vacancy/38931269?query=Python,"{'minimum': 100000, 'maximum': 'нет сведений', 'currency': 'руб.'}",АО Россельхозбанк,"Москва, Международная"
Проверяющий преподаватель по курсу Python-разработчик,https://hh.ru/vacancy/38904870?query=Python,нет сведений о заработной плате, Skillbox,Москва
Сигнатурный аналитик,https://hh.ru/vacancy/38198232?query=Python,нет сведений о заработной плате,ОАО ИнфоТеКС,"Москва, Динамо"
Team Leader (Кипр),https://hh.ru/vacancy/38935715?query=Python,нет сведений о заработной плате, Exness,Москва
Senior Backend Developer,https://hh.ru/vacancy/38917632?query=Python,нет сведений о заработной плате, МФТИ ГУ,Москва
Продуктовый аналитик,https://hh.ru/vacancy/38915587?query=Python,"{'minimum': 140000, 'maximum': 250000, 'currency': 'руб.'}",ООО 24Н Софт,"Москва, Домодедовская"
Game Analyst (Минск),https://hh.ru/vacancy/38923132?query=Python,нет сведений о заработной плате, ZiMAD,Москва
Python разработчик-аналитик,https://hh.ru/vacancy/38895109?query=Python,нет сведений о заработной плате, Selecty,Москва
Специалист по развитию системы 1С,https://hh.ru/vacancy/38954742?query=Python,нет сведений о заработной плате," Хорсъ, Кофейный дом","Москва, Рижская"
Разработчик-лингвист (чат-бот),https://hh.ru/vacancy/38948232?query=Python,нет сведений о заработной плате,"ПАО «МТС»,IT",Москва
SEO-аналитик,https://hh.ru/vacancy/38921539?query=Python,"{'minimum': 90000, 'maximum': 'нет сведений', 'currency': 'руб.'}", Demis Group,"Москва, Электрозаводская"
Разработчик бизнес-аналитики / BI developer,https://hh.ru/vacancy/38430877?query=Python,нет сведений о заработной плате, Dentsu Aegis Network Russia,Москва
Инженер отдела сопровождения,https://hh.ru/vacancy/38338928?query=Python,нет сведений о заработной плате," Русские базовые информационные технологии, Научно-производственное объединение","Москва, Нагатинская"
Архитектор комплексных сервисных проектов,https://hh.ru/vacancy/38967186?query=Python,нет сведений о заработной плате, Инфосистемы Джет,"Москва, Савеловская"
"Сетевой инженер (Wifi, NetOps) в Направление внутренних сетевых сервисов",https://hh.ru/vacancy/38929769?query=Python,нет сведений о заработной плате, Тинькофф,"Москва, Водный стадион"
Сетевой инженер,https://hh.ru/vacancy/38428528?query=Python,нет сведений о заработной плате," Компания «СПОРТМАСТЕР», SM Lab",Москва
Старший аналитик по продажам,https://hh.ru/vacancy/37042796?query=Python,нет сведений о заработной плате," АСНА, Сеть аптек","Москва, Ботанический сад"
Руководитель направления отчетности Управления эффективности сети,https://hh.ru/vacancy/38373251?query=Python,нет сведений о заработной плате, Альфа-Банк,"Москва, Технопарк"
Product Owner - dbGRIP,https://hh.ru/vacancy/38935368?query=Python,"{'minimum': 220000, 'maximum': 'нет сведений', 'currency': 'руб.'}", Deutsche Bank Technology Center,"Москва, Новокузнецкая и еще 2 "
Инженер систем мониторинга бизнес-приложений (Application Performance Monitoring),https://hh.ru/vacancy/37479872?query=Python,нет сведений о заработной плате, ЛАНИТ- Интеграция,"Москва, Алексеевская и еще 2 "
Стажер-аналитик,https://hh.ru/vacancy/38317837?query=Python,нет сведений о заработной плате, Ozon Офис и Коммерция,"Москва, Деловой центр и еще 2 "
Data scientist (Центр по исследованию данных),https://hh.ru/vacancy/38895037?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Ленинский проспект"
Web аналитик / Power BI аналитик,https://hh.ru/vacancy/36050568?query=Python,"{'minimum': 100000, 'maximum': 150000, 'currency': 'руб.'}", TWIGA Communication Group,Москва
Middle/Senior Python Developer (ODBI),https://hh.ru/vacancy/38896499?query=Python,нет сведений о заработной плате, Лаборатория Касперского,"Москва, Водный стадион"
Администратор баз данных MongoDB/MongoDB DBA (SberDevices),https://hh.ru/vacancy/37987038?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Кутузовская и еще 1 "
Инженер по информационной безопасности,https://hh.ru/vacancy/38912695?query=Python,"{'minimum': 120000, 'maximum': 180000, 'currency': 'руб.'}",ООО Р-Вижн,Москва
Менеджер продукта в Медиасервисы,https://hh.ru/vacancy/38233888?query=Python,нет сведений о заработной плате, Яндекс,"Москва, Павелецкая и еще 1 "
Senior Functional Analyst - Equities Execution,https://hh.ru/vacancy/38935371?query=Python,"{'minimum': 250000, 'maximum': 'нет сведений', 'currency': 'руб.'}", Deutsche Bank Technology Center,"Москва, Новокузнецкая и еще 2 "
Middle DevOps engineer (KORM),https://hh.ru/vacancy/38907063?query=Python,нет сведений о заработной плате, Лаборатория Касперского,"Москва, Водный стадион"
Руководитель направления DevSecOps,https://hh.ru/vacancy/38946880?query=Python,нет сведений о заработной плате,ПАО «МТС» ,Москва
Контент-продюсер в Яндекс.Практикум,https://hh.ru/vacancy/37940214?query=Python,нет сведений о заработной плате, Яндекс,Москва
Golang Developer,https://hh.ru/vacancy/38378407?query=Python,нет сведений о заработной плате, Лаборатория Касперского,Москва
Архитектор решений,https://hh.ru/vacancy/38929011?query=Python,нет сведений о заработной плате," Иннотехнум, Группа компаний",Москва
Экономист управления моделирования рисков,https://hh.ru/vacancy/38936572?query=Python,нет сведений о заработной плате, Центральный банк Российской Федерации,"Москва, Белорусская"
Middle/Senior DevOps Engineer (Kaspersky Fraud Prevention),https://hh.ru/vacancy/38907067?query=Python,нет сведений о заработной плате, Лаборатория Касперского,Москва
Специалист администрирования мобильного банка,https://hh.ru/vacancy/38345794?query=Python,нет сведений о заработной плате, Альфа-Банк,"Москва, Технопарк"
Python Developer (middle-senior),https://hh.ru/vacancy/34024028?query=Python,нет сведений о заработной плате, Тинькофф,"Москва, Водный стадион"
Аналитик по клиентскому опыту,https://hh.ru/vacancy/37897654?query=Python,нет сведений о заработной плате, Okko,"Москва, Баррикадная и еще 2 "
Senior developer / Team Lead,https://hh.ru/vacancy/37446067?query=Python,нет сведений о заработной плате, Lamoda,Москва
Python разработчик в All Cups,https://hh.ru/vacancy/38850682?query=Python,нет сведений о заработной плате, Mail.ru Group,"Москва, Аэропорт"
"Senior Data Engineer (Python, AWS)",https://hh.ru/vacancy/38577257?query=Python,нет сведений о заработной плате, Align Technology,"Москва, Тульская"
QA automation engineer (Инженер по автоматизации тестирования Python),https://hh.ru/vacancy/37311931?query=Python,нет сведений о заработной плате, Social Quantum,Москва
Разработчик-аналитик С++/Python,https://hh.ru/vacancy/38901693?query=Python,нет сведений о заработной плате, Selecty,Москва
Ведущий Аналитик / Архитектор,https://hh.ru/vacancy/38667735?query=Python,"{'minimum': 200000, 'maximum': 'нет сведений', 'currency': 'руб.'}", КА Правильный Выбор,Москва
Data Scientist,https://hh.ru/vacancy/38886823?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Разработчик IT кейсов,https://hh.ru/vacancy/38641132?query=Python,нет сведений о заработной плате, Сhangellenge,Москва
Бизнес-аналитик с базовыми знаниями Data Science,https://hh.ru/vacancy/38899746?query=Python,"{'minimum': 70000, 'maximum': 110000, 'currency': 'руб.'}",ООО Mind&Machine,Москва
Data Engineer,https://hh.ru/vacancy/37859453?query=Python,нет сведений о заработной плате, АШАН Ритейл Россия,Москва
Бюджетный контролер,https://hh.ru/vacancy/38927875?query=Python,нет сведений о заработной плате, М.Видео-Эльдорадо. Офис,"Москва, Бауманская и еще 2 "
Web-разработчик,https://hh.ru/vacancy/38668286?query=Python,"{'minimum': 70000, 'maximum': 90000, 'currency': 'руб.'}", Бектурганов Руслан,Москва
Delivery Manager (SberDevices),https://hh.ru/vacancy/36650601?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Кутузовская и еще 1 "
"Ведущий программист C#, анализ данных",https://hh.ru/vacancy/38399316?query=Python,нет сведений о заработной плате,ЗАО КонсультантПлюс,"Москва, Профсоюзная"
Python Developer (Backend),https://hh.ru/vacancy/38875686?query=Python,нет сведений о заработной плате, Top Selection OÜ,Москва
Инженер по тестированию веб-приложений в команду электронной коммерции [Ручное/Авто],https://hh.ru/vacancy/37436385?query=Python,нет сведений о заработной плате, ВКонтакте,Москва
QA Automation engineer (MTS.WebSSO),https://hh.ru/vacancy/38890601?query=Python,нет сведений о заработной плате,"ПАО «МТС»,IT","Москва, Технопарк"
Data engineer,https://hh.ru/vacancy/38875753?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Release Manager (SberDevices),https://hh.ru/vacancy/38825434?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Кутузовская"
IT-специалист / начинающий биоинформатик,https://hh.ru/vacancy/38406204?query=Python,нет сведений о заработной плате, ANCOR FinTech,Москва
Специалист по тестированию,https://hh.ru/vacancy/38400341?query=Python,нет сведений о заработной плате, Группа компаний SRG,"Москва, Электрозаводская"
QA Automation Engineer (Python),https://hh.ru/vacancy/38854601?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,"Москва, Деловой центр и еще 2 "
Преподаватель робототехники,https://hh.ru/vacancy/38907253?query=Python,"{'minimum': 30000, 'maximum': 60000, 'currency': 'руб.'}",ООО ПрофТехРешения,Москва
Инженер Automation QA,https://hh.ru/vacancy/38989870?query=Python,"{'minimum': 100000, 'maximum': 200000, 'currency': 'руб.'}",ООО Бизнес партнер,"Москва, Нахимовский проспект"
Преподаватель программирования On-line школы,https://hh.ru/vacancy/38549884?query=Python,"{'minimum': 15000, 'maximum': 'нет сведений', 'currency': 'руб.'}", Iv’s Group,Москва
Руководитель группы разработки (Python),https://hh.ru/vacancy/38900400?query=Python,нет сведений о заработной плате, Rambler Group,"Москва, Тульская"
Системный архитектор,https://hh.ru/vacancy/38083932?query=Python,нет сведений о заработной плате,ПАО Первая Грузовая Компания,"Москва, Бауманская и еще 2 "
DevOps инженер,https://hh.ru/vacancy/38382041?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
GO developer,https://hh.ru/vacancy/38304422?query=Python,нет сведений о заработной плате, goods,"Москва, Бауманская и еще 1 "
Клиентский разработчик C++ (GameDev),https://hh.ru/vacancy/38900855?query=Python,нет сведений о заработной плате, FUSION CORE,"Москва, Сокол"
Разработчик Python (на проекты по DS),https://hh.ru/vacancy/38846251?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Ведущий тестировщик ПО/QA lead (Удаленно),https://hh.ru/vacancy/38871261?query=Python,"{'minimum': 80000, 'maximum': 100000, 'currency': 'руб.'}",ООО Алитикс,Москва
Инженер по тестированию платёжных систем (Команда VKPay),https://hh.ru/vacancy/36640736?query=Python,нет сведений о заработной плате, ВКонтакте,Москва
Senior QA Engineer (Старший тестировщик ПО),https://hh.ru/vacancy/38888944?query=Python,нет сведений о заработной плате, Luxoft,Москва
Senior Data Scientist (Computer Vision),https://hh.ru/vacancy/38256176?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Кутузовская"
Инженер по тестированию backend (remote),https://hh.ru/vacancy/38878734?query=Python,"{'minimum': 100000, 'maximum': 'нет сведений', 'currency': 'руб.'}", ivi,Москва
QA engineer (Web),https://hh.ru/vacancy/38899349?query=Python,нет сведений о заработной плате, PicsArt,"Москва, Белорусская и еще 2 "
Программист-математик (Python),https://hh.ru/vacancy/38842650?query=Python,нет сведений о заработной плате,ООО АБК,Москва
Full stack developer (Python / Flask),https://hh.ru/vacancy/38275447?query=Python,нет сведений о заработной плате," ОТП Банк, АО (OTP bank)","Москва, Войковская"
QA Engineer,https://hh.ru/vacancy/36562428?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,Москва
Системный Администратор Отдела Серверных Решений (DEVOPS) удаленно,https://hh.ru/vacancy/38221559?query=Python,нет сведений о заработной плате," «РОСБАНК, Societe Generale Group», с опытом работы",Москва
"Data Scientist/ Machine Learning Engineer/ NLP Developer, SberDevices",https://hh.ru/vacancy/38383966?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Кутузовская и еще 1 "
